Gender report
1 October 2025 - 31 December 2025
Demographic status,Gender,Campaign,Ad group,Status,Bid adj.,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
Removed,Male,S | General | EU | EN,tights does not break,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | Competitors | NL,competitor zeeman,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Female,S | Competitors | NL,competitor snag tights,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,Rem | EU | EN,customer list,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | Competitors | NL,competitor oroblu,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | Competitors | NL,competitor sheertex,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Female,S | General | EU | EN,tights anti ladder,Campaign paused, --,EUR,49.34,"2,151",169,7.86%,0.63,106.13,3.25%,5.50,19.30
Enabled,Female,S | Competitors | NL,competitor blom kousen,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | Competitors | NL,competitor hunkemoller,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,S | Competitors | NL,competitor oroblu,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Female,S | Competitors | NL,competitor marcmarcs,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | General | EU | EN,tights ladder resist,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | Competitors | NL,competitor hema,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Female,S | Competitors | NL,competitor falke,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Female,S | General | UK,tights ladder resist,Campaign paused, --,EUR,118.81,"1,428",167,11.69%,1.02,169.66,2.99%,5.00,33.93
Enabled,Female,S | General | UK,tights black,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,Rem | EU | FR,customer list,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | General | UK,tights black,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | General | UK,tights 80 den,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,S | General | UK,tights anti ladder,Campaign paused, --,EUR,59.84,"1,611",157,9.75%,0.61,96.41,0.64%,1.00,96.41
Enabled,Female,Rem | EU | FR,14 days add cart,Campaign paused, --,EUR,24.06,670,18,2.69%,0.90,16.12,0.00%,0.00,0.00
Enabled,Unknown,Rem | EU | FR,14 days add cart,Campaign paused, --,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Removed,Male,S | General | UK,tights does not break,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | General | UK,tights ladder resist,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,S | General | UK,tights ladder resist,Campaign paused, --,EUR,60.06,"1,404",125,8.90%,0.67,84.33,0.80%,1.00,84.33
Enabled,Female,S | General | UK,tights does not break,Campaign paused, --,EUR,89.87,"1,751",163,9.31%,0.97,157.37,4.29%,7.00,22.48
Enabled,Unknown,S | General | UK,tights black,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Female,Rem | EU | FR,customer list,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,S | General | UK,tights does not break,Campaign paused, --,EUR,49.75,"1,476",106,7.18%,0.69,73.43,0.94%,1.00,73.43
Removed,Male,S | General | UK,competitors,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Female,S | General | UK,tights anti ladder,Campaign paused, --,EUR,96.02,"1,700",185,10.88%,0.88,163.23,3.78%,7.00,23.32
Enabled,Unknown,S | General | UK,competitors,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Female,S | General | UK,competitors,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | General | UK,tights anti ladder,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Female,S | Brand | NL,Brand,Campaign paused, --,EUR,124.25,"1,909",716,37.51%,0.33,237.19,17.38%,124.47,1.91
Enabled,Unknown,S | Brand | NL,Brand,Campaign paused, --,EUR,60.61,"1,060",379,35.75%,0.17,64.24,12.99%,49.23,1.30
Enabled,Male,Rem | EU | FR,14 days add cart,Campaign paused, --,EUR,31.66,"1,355",64,4.72%,0.67,42.90,0.00%,0.00,0.00
Removed,Male,S | Brand | NL,Brand,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,S | General | UK,tights 80 den,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Male,Rem | EU | FR,customer list,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Female,S | General | UK,tights 80 den,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,S | General | EU | DE,strumpfhosen does not break,Campaign paused, --,EUR,47.03,"1,001",49,4.90%,0.96,47.08,0.00%,0.00,0.00
Enabled,Unknown,S | General | EU | DE,strumpfhosen stippen,Campaign paused, --,EUR,53.90,483,19,3.93%,1.37,26.04,0.00%,0.00,0.00
Enabled,Female,S | General | EU | DE,strumpfhosen 80 dernier,Campaign paused, --,EUR,116.98,196,13,6.63%,1.76,22.93,0.00%,0.00,0.00
Enabled,Female,S | General | EU | DE,strumpfhosen does not break,Campaign paused, --,EUR,88.90,957,67,7.00%,1.27,85.08,0.00%,0.00,0.00
Enabled,Female,S | General | EU | DE,strumpfhosen anti ladder,Campaign paused, --,EUR,70.15,845,43,5.09%,1.38,59.27,6.98%,3.00,19.76
Enabled,Female,S | Brand | UK,Brand,Campaign paused, --,EUR,530.87,23,8,34.78%,1.53,12.21,0.00%,0.00,0.00
Enabled,Unknown,S | General | EU | DE,strumpfhosen ladder resist,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,S | General | EU | DE,strumpfhosen 80 dernier,Campaign paused, --,EUR,99.08,382,15,3.93%,2.52,37.85,0.00%,0.00,0.00
Enabled,Unknown,S | General | EU | DE,strumpfhosen anti ladder,Campaign paused, --,EUR,67.12,"1,132",58,5.12%,1.31,75.98,3.45%,2.00,37.99
Enabled,Unknown,S | General | EU | DE,competitors,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | General | EU | DE,competitors,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,S | General | EU | DE,strumpfhosen bijenkorf,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | General | EU | DE,strumpfhosen does not break,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Female,S | General | EU | DE,strumpfhosen stippen,Campaign paused, --,EUR,30.56,354,11,3.11%,0.98,10.82,0.00%,0.00,0.00
Enabled,Female,S | General | EU | DE,competitors,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | General | EU | DE,strumpfhosen onverwoestbare,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Female,S | General | EU | DE,strumpfhosen onverwoestbare,Campaign paused, --,EUR,168.69,631,56,8.87%,1.90,106.44,1.79%,1.00,106.44
Removed,Male,S | General | EU | DE,strumpfhosen stippen,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,S | Brand | UK,Brand,Campaign paused, --,EUR,14.00,10,3,30.00%,0.05,0.14,0.00%,0.00,0.00
Removed,Male,S | General | EU | DE,strumpfhosen ladder resist,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Female,S | General | EU | DE,strumpfhosen ladder resist,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Female,S | General | EU | DE,strumpfhosen bijenkorf,Campaign paused, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | General | EU | DE,strumpfhosen 80 dernier,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | Brand | UK,Brand,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Enabled,Unknown,S | General | EU | DE,strumpfhosen onverwoestbare,Campaign paused, --,EUR,64.25,"1,031",41,3.98%,1.62,66.24,2.44%,1.00,66.24
Removed,Male,S | General | EU | DE,strumpfhosen anti ladder,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Removed,Male,S | General | EU | DE,strumpfhosen bijenkorf,Excluded from ad group, --,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Total: Genders,,,,,,EUR,65.93,"84,562","5,879",6.95%,0.95,5575.15,5.57%,327.32,17.03
Total: Display automatic targeting,,,,,,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Total: Account,,,,,,EUR,6.58,"1,868,675","42,640",2.28%,0.29,12293.56,1.17%,500.00,24.59
Total: Demand Gen,,,,,,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Total: Smart,,,,,,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Total: Shopping,,,,,,EUR,0,0,0, --,0,0.00,0.00%,0.00,0.00
Total: Display,,,,,,EUR,13.78,"23,083",394,1.71%,0.81,318.10,0.51%,2.00,159.05
Total: Search,,,,,,EUR,85.51,"61,479","5,485",8.92%,0.96,5257.05,5.93%,325.32,16.16
Total: Performance Max,,,,,,EUR,3.77,"1,784,113","36,761",2.06%,0.18,6718.40,0.47%,172.68,38.91
